,id,owner,title,dateupload,datetaken,ownername,tags,latitude,longitude,accuracy,context,place_id,woeid,geo_is_public,geo_is_contact,geo_is_friend,geo_is_family
0,52745497042,197474324@N05,CZ0_8400,1678754450,2023-02-22 21:46:22,carlito_13,nyc newyork ny manhattan,40.765062,-73.978794,13,0,,6944375,1,0,0,0
1,52745309374,95723449@N06,9/11 Memorial Park,1678724442,2022-10-03 15:06:07,Martinaway,newyorkcity nyc ny newyork manhattan financialdistrict lowermanhattan unitedstates statiuniti usa travel worldtradecenter,40.711269,-74.013323,16,0,,5108135,1,0,0,0
2,52743307282,7735863@N05,"wave hill, 3/12/23",1678675769,2023-03-12 15:55:48,hollow sidewalks,bronx newyorkcity nyc garden gardens wavehill plant plants flowers flower hollowsidewalks,40.900900,-73.922576,16,0,,7307345,1,0,0,0
3,52743235216,22078864@N03,Midtown Across the Lake (ND 1000 Filter),1678654067,2023-03-05 15:13:27,jamesconradshea,,40.777513,-73.971978,16,0,,5128594,1,0,0,0
4,52742345452,7702423@N04,"Hawaiian Airlines A330-200s - Plane watching at the TWA Hotel (JFK Airport, New York, NY - November 3rd & 5th, 2022)",1678645286,2022-11-05 10:23:16,cseeman,twahotelplanewatching johnfkennedyinternationalairport jfk jfkairport jamaicaqueens newyorkcity newyork newyorkairport portofnewyorkauthority portauthorityofnewyorkandnewjersey panynj airports ooakdollfesitval2022twahotelplane hawaiianairlines hawaiian airbus airbusa330 airbusa330200 n382ha n395ha hawaiianairlinesn382ha hawaiianairlinesn395ha twahotelplane2022hawaiian twahotelplane2022a330,40.642236,-73.773880,14,0,,5139287,1,0,0,0
5,52742461665,145168108@N08,"Let a Plumber Put It In, NoMad",1678618538,2023-03-11 12:07:38,BH_NYC,,40.744766,-73.988734,16,0,,8436469,1,0,0,0
6,52738931244,197668795@N05,Gutter_Cleaning_Bergen County_0007_20230306083809,1678473556,2023-03-10 10:37:37,Clean Pro Gutter Cleaning,,40.927780,-74.000043,13,0,,5095611,1,0,0,0
7,52738464690,69233611@N05,New York City 2023,1678450856,2023-02-12 22:58:05,broadswordcallingdannyboy,ny usa us america newyork copyright light eos7d eflens cityscape canon winter creative lightroom metropolis iconic newyorkcity newyorkminute donotcopy leonreilly eastcoast nyc city copyrightleonreillyphotography leonreillyphotography colournyc manhattan brightcolours ilovenyc shadow mood uws colour brightlightsbigcity new york brightcolour upperwestside night street nycstreet skyline tribeca greenwichvillage urbanlandscape urban streetphotography streetscene empirestate,40.748963,-73.985495,15,0,,8410791,1,0,0,0
8,52736946542,151552780@N05,Metropolitan Transportation Authority 9868,1678418662,2023-03-09 15:31:56,Montauk Bus Photography,,40.747027,-73.983384,16,0,,5128195,1,0,0,0
9,52737880998,61028709@N03,IMG_2233,1678415138,2023-03-05 14:24:57,Brooklyn Cyclist,,40.662044,-73.962303,16,0,,7187712,1,0,0,0
